game_id;sezon;source;match_type;druzyna_A;druzyna_B;sety_A;sety_B;wygrana_A;A_pts_suma;A_pts_bp;A_pts_bilans;A_srv_suma;A_srv_bledy;A_srv_asy;A_rec_suma;A_rec_bledy;A_rec_poz_pct;A_rec_perf_pct;A_atk_suma;A_atk_bledy;A_atk_blok;A_atk_pkt;A_atk_skut_pct;A_blk_pkt;B_pts_suma;B_pts_bp;B_pts_bilans;B_srv_suma;B_srv_bledy;B_srv_asy;B_rec_suma;B_rec_bledy;B_rec_poz_pct;B_rec_perf_pct;B_atk_suma;B_atk_bledy;B_atk_blok;B_atk_pkt;B_atk_skut_pct;B_blk_pkt;diff_pts_suma;diff_pts_bp;diff_pts_bilans;diff_srv_suma;diff_srv_bledy;diff_srv_asy;diff_rec_suma;diff_rec_bledy;diff_rec_poz_pct;diff_rec_perf_pct;diff_atk_suma;diff_atk_bledy;diff_atk_blok;diff_atk_pkt;diff_atk_skut_pct;diff_blk_pkt
6611;2017/2018;HTML;3:2;Impel Wrocław;KSZO Ostrowiec Świętokrzyski;3;2;1;90;36;90;110;10;8;107;5;41;23;190;24;16;66;35;16;75;34;75;112;5;5;100;8;45;25;169;9;16;54;32;16;15;2;15;-2;5;3;7;-3;-4;-2;21;15;0;12;3;0
6612;2017/2018;HTML;3:0;MKS Dąbrowa Górnicza;BKS PROFI CREDIT Bielsko-Biała;0;3;0;43;14;43;62;8;4;65;3;29;16;94;6;13;31;33;8;59;30;59;73;8;3;54;4;48;28;89;10;8;43;48;13;-16;-16;-16;-11;0;1;11;-1;-19;-12;5;-4;5;-12;-15;-5
6613;2017/2018;HTML;3:0;ŁKS Commercecon Łódź;Legionovia Legionowo;3;0;1;62;32;62;73;6;7;42;2;60;24;84;4;3;51;61;4;30;4;30;46;4;2;67;7;43;19;75;7;4;25;33;3;32;28;32;27;2;5;-25;-5;17;5;9;-3;-1;26;28;1
6614;2017/2018;HTML;3:2;Chemik Police;KS PAŁAC Bydgoszcz;3;2;1;78;45;78;103;11;14;72;7;39;26;117;8;10;55;47;9;59;23;59;82;10;7;92;14;28;13;109;10;9;42;39;10;19;22;19;21;1;7;-20;-7;11;13;8;-2;1;13;8;-1
6615;2017/2018;HTML;3:2;POLI Budowlani Toruń;Enea PTPS Piła;2;3;0;66;30;66;102;7;5;92;10;39;14;164;9;11;49;30;12;87;39;87;106;14;10;95;5;44;31;176;16;12;66;38;11;-21;-9;-21;-4;-7;-5;-3;5;-5;-17;-12;-7;-1;-17;-8;1
6616;2017/2018;HTML;3:1;Polski Cukier Muszynianka Muszyna;Trefl Proxima Kraków;3;1;1;58;24;58;92;5;6;80;4;41;20;135;15;14;45;33;7;65;23;65;87;7;4;87;6;32;14;135;17;7;47;35;14;-7;1;-7;5;-2;2;-7;-2;9;6;0;-2;7;-2;-2;-7
6617;2017/2018;HTML;3:0;Grot Budowlani Łódź;Polski Cukier Muszynianka Muszyna;3;0;1;62;28;62;74;5;4;58;3;62;33;100;8;5;41;41;17;42;13;42;60;2;3;68;4;46;28;97;8;17;34;35;5;20;15;20;14;3;1;-10;-1;16;5;3;0;-12;7;6;12
6618;2017/2018;HTML;3:1;Enea PTPS Piła;Trefl Proxima Kraków;3;1;1;69;28;69;96;14;1;81;7;41;18;129;11;6;59;46;9;50;20;50;89;8;7;82;1;42;16;119;12;9;37;31;6;19;8;19;7;6;-6;-1;6;-1;2;10;-1;-3;22;15;3
6619;2017/2018;HTML;3:0;KS PAŁAC Bydgoszcz;POLI Budowlani Toruń;3;0;1;58;36;58;73;4;8;40;3;40;30;109;5;9;39;36;11;33;12;33;47;7;3;69;8;36;17;90;8;11;21;23;9;25;24;25;26;-3;5;-29;-5;4;13;19;-3;-2;18;13;2
6620;2017/2018;HTML;3:1;Legionovia Legionowo;Chemik Police;1;3;0;61;24;61;81;8;8;81;8;38;26;121;14;11;48;40;5;69;28;69;94;13;8;73;8;31;18;108;6;5;50;46;11;-8;-4;-8;-13;-5;0;8;0;7;8;13;8;6;-2;-6;-6
6621;2017/2018;HTML;3:1;Impel Wrocław;Enea PTPS Piła;3;1;1;69;28;69;96;10;4;91;3;43;25;158;20;13;49;31;16;59;24;59;97;6;3;86;4;42;25;141;16;16;43;30;13;10;4;10;-1;4;1;5;-1;1;0;17;4;-3;6;1;3
6622;2017/2018;HTML;3:2;BKS PROFI CREDIT Bielsko-Biała;ŁKS Commercecon Łódź;2;3;0;66;25;66;95;13;5;87;4;44;25;148;14;11;51;34;10;65;29;65;98;11;4;82;5;41;32;146;13;10;50;34;11;1;-4;1;-3;2;1;5;-1;3;-7;2;1;1;1;0;-1
6623;2017/2018;HTML;3:0;KSZO Ostrowiec Świętokrzyski;MKS Dąbrowa Górnicza;3;0;1;48;29;48;79;7;9;52;6;38;17;89;3;5;31;35;8;52;22;52;68;16;6;72;9;33;14;109;10;8;40;37;6;-4;7;-4;11;-9;3;-20;-3;5;3;-20;-7;-3;-9;-2;2
6624;2017/2018;HTML;3:0;Developres SkyRes Rzeszów;Impel Wrocław;3;0;1;59;27;59;74;5;6;54;2;37;20;105;9;9;40;38;13;38;14;38;56;2;2;69;6;35;19;103;13;13;27;26;9;21;13;21;18;3;4;-15;-4;2;1;2;-4;-4;13;12;4
6625;2017/2018;HTML;3:0;Impel Wrocław;Grot Budowlani Łódź;0;3;0;32;11;32;55;5;0;63;5;35;24;83;16;14;23;28;9;51;24;51;74;11;5;50;0;54;42;77;8;9;32;42;14;-19;-13;-19;-19;-6;-5;13;5;-19;-18;6;8;5;-9;-14;-5
6626;2017/2018;HTML;3:1;MKS Dąbrowa Górnicza;Developres SkyRes Rzeszów;1;3;0;61;18;61;80;6;5;88;2;43;27;134;11;16;54;40;2;79;29;79;96;8;2;74;5;40;16;118;10;2;61;52;16;-18;-11;-18;-16;-2;3;14;-3;3;11;16;1;14;-7;-12;-14
6627;2017/2018;HTML;3:1;ŁKS Commercecon Łódź;KSZO Ostrowiec Świętokrzyski;3;1;1;78;30;78;101;10;4;77;6;52;29;156;6;15;70;45;4;66;21;66;85;8;6;91;4;47;23;133;13;4;45;34;15;12;9;12;16;2;-2;-14;2;5;6;23;-7;11;25;11;-11
6628;2017/2018;HTML;3:1;Chemik Police;BKS PROFI CREDIT Bielsko-Biała;3;1;1;67;34;67;95;10;8;63;1;49;22;110;8;12;45;41;14;52;18;52;75;12;1;85;8;39;15;125;12;14;39;31;12;15;16;15;20;-2;7;-22;-7;10;7;-15;-4;-2;6;10;2
6629;2017/2018;HTML;3:0;POLI Budowlani Toruń;Legionovia Legionowo;3;0;1;50;25;50;74;3;5;51;3;39;16;98;5;7;34;35;11;48;16;48;62;11;3;71;5;51;27;124;8;11;38;31;7;2;9;2;12;-8;2;-20;-2;-12;-11;-26;-3;-4;-4;4;4
6630;2017/2018;HTML;3:0;KS PAŁAC Bydgoszcz;Trefl Proxima Kraków;0;3;0;47;17;47;63;9;5;69;7;39;26;95;9;10;35;37;7;56;25;56;75;6;7;54;5;35;19;96;8;7;39;41;10;-9;-8;-9;-12;3;-2;15;2;4;7;-1;1;3;-4;-4;-3
6631;2017/2018;HTML;3:1;Polski Cukier Muszynianka Muszyna;Enea PTPS Piła;1;3;0;49;14;49;76;5;3;91;7;45;24;146;16;20;39;27;7;74;33;74;97;6;7;71;3;57;20;127;11;7;47;37;20;-25;-19;-25;-21;-1;-4;20;4;-12;4;19;5;13;-8;-10;-13
6632;2017/2018;HTML;3:2;MKS Dąbrowa Górnicza;Polski Cukier Muszynianka Muszyna;2;3;0;69;26;69;92;11;3;107;7;38;23;168;13;25;55;33;11;81;42;81;109;2;7;81;3;40;23;144;16;11;49;34;25;-12;-16;-12;-17;9;-4;26;4;-2;0;24;-3;14;6;-1;-14
6633;2017/2018;HTML;3:0;Grot Budowlani Łódź;Enea PTPS Piła;3;0;1;64;34;64;73;7;8;48;1;52;31;78;5;4;38;49;18;32;11;32;50;2;1;66;8;44;28;95;6;18;27;28;4;32;23;32;23;5;7;-18;-7;8;3;-17;-1;-14;11;21;14
6634;2017/2018;HTML;3:0;KS PAŁAC Bydgoszcz;Polski Cukier Muszynianka Muszyna;0;3;0;41;19;41;58;6;6;65;5;47;26;107;13;13;28;26;7;53;27;53;74;9;5;52;6;44;23;103;3;7;35;34;13;-12;-8;-12;-16;-3;1;13;-1;3;3;4;10;6;-7;-8;-6
6635;2017/2018;HTML;3:0;Legionovia Legionowo;Trefl Proxima Kraków;3;0;1;56;27;56;76;8;7;51;4;31;22;104;6;7;39;38;10;43;15;43;61;10;4;68;7;34;18;102;11;10;32;31;7;13;12;13;15;-2;3;-17;-3;-3;4;2;-5;-3;7;7;3
6636;2017/2018;HTML;3:0;BKS PROFI CREDIT Bielsko-Biała;POLI Budowlani Toruń;3;0;1;57;28;57;72;5;5;47;2;47;26;90;5;4;41;46;11;37;13;37;51;4;2;67;5;30;11;98;10;11;31;32;4;20;15;20;21;1;3;-20;-3;17;15;-8;-5;-7;10;14;7
6637;2017/2018;HTML;3:1;KSZO Ostrowiec Świętokrzyski;Chemik Police;1;3;0;55;23;55;90;9;4;85;4;38;15;136;8;16;40;29;11;77;32;77;98;13;4;81;4;37;12;155;15;11;57;37;16;-22;-9;-22;-8;-4;0;4;0;1;3;-19;-7;5;-17;-8;-5
6638;2017/2018;HTML;3:2;Developres SkyRes Rzeszów;ŁKS Commercecon Łódź;2;3;0;70;24;70;102;9;5;95;6;42;24;161;13;11;58;36;7;79;30;79;107;12;6;93;5;48;29;161;12;7;62;39;11;-9;-6;-9;-5;-3;-1;2;1;-6;-5;0;1;4;-4;-3;-4
6639;2017/2018;HTML;3:1;Impel Wrocław;MKS Dąbrowa Górnicza;3;1;1;73;30;73;96;12;8;78;6;45;26;107;9;3;45;42;20;61;19;61;85;7;6;84;8;50;24;133;14;20;52;39;3;12;11;12;11;5;2;-6;-2;-5;2;-26;-5;-17;-7;3;17
6640;2017/2018;HTML;3:0;MKS Dąbrowa Górnicza;Grot Budowlani Łódź;0;3;0;30;7;30;41;4;1;70;2;41;20;93;10;22;24;26;5;59;36;59;73;3;2;37;1;43;35;69;5;5;35;51;22;-29;-29;-29;-32;1;-1;33;1;-2;-15;24;5;17;-11;-25;-17
6641;2017/2018;HTML;3:0;ŁKS Commercecon Łódź;Impel Wrocław;3;0;1;50;24;50;73;4;4;59;4;59;24;105;10;14;37;35;9;47;20;47;67;8;4;69;4;57;23;112;13;9;29;26;14;3;4;3;6;-4;0;-10;0;2;1;-7;-3;5;8;9;-5
6642;2017/2018;HTML;3:0;Chemik Police;Developres SkyRes Rzeszów;0;3;0;37;10;37;56;5;2;65;2;56;31;100;10;14;32;32;3;56;23;56;74;9;2;51;2;39;16;95;9;3;40;42;14;-19;-13;-19;-18;-4;0;14;0;17;15;5;1;11;-8;-10;-11
6643;2017/2018;HTML;3:1;ŁKS Commercecon Łódź;Trefl Proxima Kraków;3;1;1;74;38;74;99;7;3;75;7;47;25;144;19;1;57;40;14;53;18;53;83;8;7;92;3;46;19;166;15;14;45;27;1;21;20;21;16;-1;-4;-17;4;1;6;-22;4;-13;12;13;13
6644;2017/2018;HTML;3:0;POLI Budowlani Toruń;KSZO Ostrowiec Świętokrzyski;0;3;0;39;13;39;61;5;3;63;4;48;24;110;9;9;28;25;8;58;25;58;73;10;4;56;3;50;14;119;5;9;45;38;9;-19;-12;-19;-12;-5;-1;7;1;-2;10;-9;4;0;-17;-13;-1
6645;2017/2018;HTML;3:2;Trefl Proxima Kraków;BKS PROFI CREDIT Bielsko-Biała;2;3;0;67;25;67;105;9;6;91;4;42;18;160;10;12;50;31;11;78;26;78;105;14;4;96;6;49;24;169;13;11;62;37;12;-11;-1;-11;0;-5;2;-5;-2;-7;-6;-9;-3;1;-12;-6;-1
6646;2017/2018;HTML;3:1;Polski Cukier Muszynianka Muszyna;Legionovia Legionowo;3;1;1;63;28;63;88;8;3;73;6;45;22;129;12;9;48;37;12;58;23;58;82;8;6;80;3;45;25;127;13;12;43;34;9;5;5;5;6;0;-3;-7;3;0;-3;2;-1;-3;5;3;3
6647;2017/2018;HTML;3:1;Enea PTPS Piła;KS PAŁAC Bydgoszcz;3;1;1;70;32;70;99;5;6;70;3;43;16;109;10;11;48;44;16;65;23;65;83;13;3;94;6;45;13;125;11;16;51;41;11;5;9;5;16;-8;3;-24;-3;-2;3;-16;-1;-5;-3;3;5
6648;2017/2018;HTML;3:0;Grot Budowlani Łódź;KS PAŁAC Bydgoszcz;3;0;1;59;25;59;73;11;1;55;4;49;31;88;3;5;50;57;8;43;14;43;59;4;4;62;1;55;43;98;8;8;34;35;5;16;11;16;14;7;-3;-7;3;-6;-12;-10;-5;-3;16;22;3
6649;2017/2018;HTML;3:2;Legionovia Legionowo;Enea PTPS Piła;2;3;0;64;24;64;85;7;2;107;16;30;10;138;14;16;46;33;16;86;47;86;111;4;16;78;2;27;10;137;17;16;54;39;16;-22;-23;-22;-26;3;-14;29;14;3;0;1;-3;0;-8;-6;0
6650;2017/2018;HTML;3:1;BKS PROFI CREDIT Bielsko-Biała;Polski Cukier Muszynianka Muszyna;3;1;1;69;30;69;93;8;6;81;7;44;23;150;11;13;56;37;7;63;26;63;86;5;7;85;6;27;14;130;14;7;43;33;13;6;4;6;7;3;-1;-4;1;17;9;20;-3;6;13;4;-6
6651;2017/2018;HTML;3:1;KSZO Ostrowiec Świętokrzyski;Trefl Proxima Kraków;1;3;0;54;18;54;85;9;3;85;8;37;17;160;11;13;42;26;9;71;37;71;94;9;8;76;3;36;11;171;19;9;50;29;13;-17;-19;-17;-9;0;-5;9;5;1;6;-11;-8;4;-8;-3;-4
6652;2017/2018;HTML;3:1;Developres SkyRes Rzeszów;POLI Budowlani Toruń;3;1;1;79;35;79;91;13;4;77;7;38;15;141;12;8;63;45;12;48;22;48;80;3;7;78;4;45;25;118;10;12;33;28;8;31;13;31;11;10;-3;-1;3;-7;-10;23;2;-4;30;17;4
6653;2017/2018;HTML;3:2;Impel Wrocław;Chemik Police;2;3;0;85;39;85;109;7;10;98;6;38;17;156;17;16;55;35;20;81;38;81;109;11;6;102;10;50;25;153;7;20;59;39;16;4;1;4;0;-4;4;-4;-4;-12;-8;3;10;-4;-4;-4;4
6654;2017/2018;HTML;3:0;Chemik Police;POLI Budowlani Toruń;3;0;1;55;26;55;73;8;8;52;2;46;27;83;5;6;39;47;8;38;17;38;57;5;2;65;8;41;22;88;13;8;30;34;6;17;9;17;16;3;6;-13;-6;5;5;-5;-8;-2;9;13;2
6655;2017/2018;HTML;3:1;MKS Dąbrowa Górnicza;ŁKS Commercecon Łódź;1;3;0;65;19;65;83;6;2;90;4;51;29;140;15;15;55;39;8;74;25;74;97;7;4;77;2;52;26;124;9;8;55;44;15;-9;-6;-9;-14;-1;-2;13;2;-1;3;16;6;7;0;-5;-7
6656;2017/2018;HTML;3:0;ŁKS Commercecon Łódź;Grot Budowlani Łódź;3;0;1;59;28;59;73;8;3;50;2;48;20;95;4;4;46;48;10;39;13;39;56;6;2;65;3;54;23;108;8;10;33;31;4;20;15;20;17;2;1;-15;-1;-6;-3;-13;-4;-6;13;17;6
6657;2017/2018;HTML;3:1;Chemik Police;MKS Dąbrowa Górnicza;3;1;1;75;38;75;97;10;9;71;13;32;24;108;5;10;54;50;12;67;28;67;87;16;13;87;9;36;17;112;5;12;44;39;10;8;10;8;10;-6;-4;-16;4;-4;7;-4;0;-2;10;11;2
6658;2017/2018;HTML;3:1;POLI Budowlani Toruń;Impel Wrocław;3;1;1;72;32;72;94;10;7;79;8;44;21;125;9;6;57;46;8;59;25;59;84;5;8;84;7;33;11;137;16;8;45;33;6;13;7;13;10;5;-1;-5;1;11;10;-12;-7;-2;12;13;2
6659;2017/2018;HTML;3:1;Trefl Proxima Kraków;Developres SkyRes Rzeszów;1;3;0;57;18;57;80;7;6;89;5;41;5;145;12;10;41;28;10;73;32;73;94;5;5;73;6;42;12;154;12;10;58;38;10;-16;-14;-16;-14;2;1;16;-1;-1;-7;-9;0;0;-17;-10;0
6660;2017/2018;HTML;3:2;Polski Cukier Muszynianka Muszyna;KSZO Ostrowiec Świętokrzyski;2;3;0;76;29;76;99;8;4;92;11;35;18;135;13;8;65;48;7;75;34;75;100;8;11;91;4;43;23;126;12;7;56;44;8;1;-5;1;-1;0;-7;1;7;-8;-5;9;1;1;9;4;-1
6661;2017/2018;HTML;3:0;Enea PTPS Piła;BKS PROFI CREDIT Bielsko-Biała;3;0;1;54;33;54;73;3;0;37;1;38;19;82;7;3;36;44;18;27;9;27;41;4;1;70;0;53;4;103;10;18;23;22;3;27;24;27;32;-1;-1;-33;1;-15;15;-21;-3;-15;13;22;15
6662;2017/2018;HTML;3:2;KS PAŁAC Bydgoszcz;Legionovia Legionowo;3;2;1;71;37;71;98;7;9;87;7;36;28;143;15;15;48;34;14;71;33;71;99;12;7;91;9;44;34;148;11;14;49;33;15;0;4;0;-1;-5;2;-4;-2;-8;-6;-5;4;1;-1;1;-1
6663;2017/2018;HTML;3:2;Grot Budowlani Łódź;Legionovia Legionowo;2;3;0;98;42;98;121;18;11;97;3;54;42;162;10;16;68;42;19;71;31;71;102;5;3;103;11;48;36;154;12;19;52;34;16;27;11;27;19;13;8;-6;-8;6;6;8;-2;-3;16;8;3
6664;2017/2018;HTML;3:0;BKS PROFI CREDIT Bielsko-Biała;KS PAŁAC Bydgoszcz;3;0;1;59;30;59;74;11;4;52;5;34;17;96;2;5;43;45;12;40;18;40;59;7;5;63;4;33;21;107;7;12;30;28;5;19;12;19;15;4;-1;-11;1;1;-4;-11;-5;-7;13;17;7
6665;2017/2018;HTML;3:0;Grot Budowlani Łódź;POLI Budowlani Toruń;3;0;1;55;30;55;73;6;2;38;0;55;37;92;7;6;39;42;14;26;6;26;44;6;0;67;2;51;31;91;11;14;20;22;6;29;24;29;29;0;2;-29;-2;4;6;1;-4;-8;19;20;8
6666;2017/2018;HTML;3:0;KSZO Ostrowiec Świętokrzyski;Enea PTPS Piła;0;3;0;36;12;36;54;6;2;67;4;39;16;112;12;7;28;25;6;53;27;53;73;6;4;48;2;42;4;113;7;6;42;37;7;-17;-15;-17;-19;0;-2;19;2;-3;12;-1;5;1;-14;-12;-1
6667;2017/2018;HTML;3:0;Developres SkyRes Rzeszów;Polski Cukier Muszynianka Muszyna;3;0;1;58;29;58;74;4;4;53;2;44;23;96;6;12;47;49;7;41;15;41;58;5;2;70;4;43;22;99;9;7;27;27;12;17;14;17;16;-1;2;-17;-2;1;1;-3;-3;5;20;22;-5
6668;2017/2018;HTML;3:2;Impel Wrocław;Trefl Proxima Kraków;2;3;0;82;36;82;108;9;5;107;3;47;24;179;17;14;62;35;15;80;38;80;113;6;3;99;5;33;22;171;14;15;63;37;14;2;-2;2;-5;3;2;8;-2;14;2;8;3;-1;-1;-2;1
6669;2017/2018;HTML;3:1;MKS Dąbrowa Górnicza;POLI Budowlani Toruń;1;3;0;58;16;58;79;11;4;90;7;45;29;120;10;15;45;38;9;72;36;72;96;6;7;68;4;40;22;119;10;9;50;42;15;-14;-20;-14;-17;5;-3;22;3;5;7;1;0;6;-5;-4;-6
6670;2017/2018;HTML;3:2;ŁKS Commercecon Łódź;Chemik Police;2;3;0;80;35;80;106;8;5;95;8;41;23;157;11;13;58;37;17;80;32;80;102;7;8;98;5;45;24;169;14;17;59;35;13;0;3;0;4;1;-3;-3;3;-4;-1;-12;-3;-4;-1;2;4
6671;2017/2018;HTML;3:0;Chemik Police;Grot Budowlani Łódź;3;0;1;51;27;51;74;7;4;44;7;32;21;88;3;7;41;47;6;44;14;44;56;12;7;67;4;33;13;82;6;6;30;37;7;7;13;7;18;-5;-3;-23;3;-1;8;6;-3;1;11;10;-1
6672;2017/2018;HTML;3:0;POLI Budowlani Toruń;ŁKS Commercecon Łódź;0;3;0;31;9;31;49;7;5;66;6;42;14;88;14;5;24;27;2;50;25;50;74;8;6;42;5;35;17;80;8;2;39;49;5;-19;-16;-19;-25;-1;-1;24;1;7;-3;8;6;3;-15;-22;-3
6673;2017/2018;HTML;3:0;Trefl Proxima Kraków;MKS Dąbrowa Górnicza;3;0;1;50;28;50;73;8;3;42;3;29;14;91;6;4;43;47;4;35;13;35;52;10;3;65;3;37;11;91;11;4;28;31;4;15;15;15;21;-2;0;-23;0;-8;3;0;-5;0;15;16;0
6674;2017/2018;HTML;3:1;Polski Cukier Muszynianka Muszyna;Impel Wrocław;3;1;1;74;29;74;96;11;5;83;7;36;20;131;9;5;59;45;10;66;24;66;91;8;7;85;5;42;31;129;11;10;54;42;5;8;5;8;5;3;-2;-2;2;-6;-11;2;-2;-5;5;3;5
6675;2017/2018;HTML;3:1;Enea PTPS Piła;Developres SkyRes Rzeszów;1;3;0;58;18;58;82;6;3;93;3;42;25;153;13;22;48;31;7;73;36;73;97;4;3;76;3;50;14;135;12;7;48;36;22;-15;-18;-15;-15;2;0;17;0;-8;11;18;1;15;0;-5;-15
6676;2017/2018;HTML;3:0;Trefl Proxima Kraków;Chemik Police;0;3;0;37;14;37;56;7;5;70;5;37;17;108;11;8;24;22;8;52;28;52;73;3;5;49;5;33;17;109;9;8;39;36;8;-15;-14;-15;-17;4;0;21;0;4;0;-1;2;0;-15;-14;0
6677;2017/2018;HTML;3:1;KS PAŁAC Bydgoszcz;KSZO Ostrowiec Świętokrzyski;1;3;0;58;19;58;82;5;2;87;14;44;30;141;12;13;43;30;13;81;37;81;98;11;14;77;2;56;37;139;8;13;54;39;13;-23;-18;-23;-16;-6;-12;10;12;-12;-7;2;4;0;-11;-9;0
6678;2017/2018;HTML;3:2;BKS PROFI CREDIT Bielsko-Biała;Legionovia Legionowo;2;3;0;75;29;75;99;10;9;101;7;37;18;142;9;16;54;38;12;85;39;85;109;8;7;89;9;35;18;147;11;12;62;42;16;-10;-10;-10;-10;2;2;12;-2;2;0;-5;-2;4;-8;-4;-4
6679;2017/2018;HTML;3:0;Grot Budowlani Łódź;BKS PROFI CREDIT Bielsko-Biała;0;3;0;43;15;43;67;5;0;63;4;59;38;96;12;10;34;35;9;55;21;55;74;11;4;62;0;53;31;99;8;9;41;41;10;-12;-6;-12;-7;-6;-4;1;4;6;7;-3;4;1;-7;-6;-1
6680;2017/2018;HTML;3:0;Legionovia Legionowo;KSZO Ostrowiec Świętokrzyski;3;0;1;58;29;58;73;8;5;49;1;47;33;94;5;4;40;43;13;38;9;38;54;5;1;65;5;43;23;99;9;13;33;33;4;20;20;20;19;3;4;-16;-4;4;10;-5;-4;-9;7;10;9
6681;2017/2018;HTML;3:0;KS PAŁAC Bydgoszcz;Developres SkyRes Rzeszów;0;3;0;38;13;38;58;2;3;69;10;39;22;118;12;15;30;25;5;57;30;57;75;6;10;56;3;46;25;95;8;5;32;34;15;-19;-17;-19;-17;-4;-7;13;7;-7;-3;23;4;10;-2;-9;-10
6682;2017/2018;HTML;3:0;Enea PTPS Piła;Impel Wrocław;3;0;1;51;31;51;74;2;3;44;3;43;21;90;11;4;39;43;9;33;11;33;51;7;3;72;3;51;12;107;13;9;26;24;4;18;20;18;23;-5;0;-28;0;-8;9;-17;-2;-5;13;19;5
6683;2017/2018;HTML;3:0;Polski Cukier Muszynianka Muszyna;MKS Dąbrowa Górnicza;3;0;1;57;31;57;73;6;10;49;0;37;16;85;6;9;31;36;16;36;15;36;53;4;0;67;10;34;17;91;12;16;27;30;9;21;16;21;20;2;10;-18;-10;3;-1;-6;-6;-7;4;6;7
6684;2017/2018;HTML;3:1;Trefl Proxima Kraków;ŁKS Commercecon Łódź;1;3;0;61;24;61;84;2;5;88;6;44;15;139;11;13;44;32;12;82;37;82;99;11;6;82;5;42;17;151;11;12;63;42;13;-21;-13;-21;-15;-9;-1;6;1;2;-2;-12;0;1;-19;-10;-1
6685;2017/2018;HTML;3:0;POLI Budowlani Toruń;Chemik Police;0;3;0;38;15;38;60;2;5;64;5;30;14;82;6;6;23;28;10;63;31;63;73;9;5;58;5;48;19;105;10;10;52;50;6;-25;-16;-25;-13;-7;0;6;0;-18;-5;-23;-4;-4;-29;-22;4
6686;2017/2018;HTML;3:0;POLI Budowlani Toruń;Grot Budowlani Łódź;0;3;0;38;11;38;49;5;6;69;8;42;16;99;7;15;25;25;7;60;32;60;73;4;8;44;6;45;20;88;2;7;37;42;15;-22;-21;-22;-24;1;-2;25;2;-3;-4;11;5;8;-12;-17;-8
1001389;2018/2019;HTML;3:1;KSZO Ostrowiec;E.Leclerc Radomka Radom;3;1;1;64;27;64;92;15;5;77;11;35;17;104;9;4;46;44;13;57;30;57;87;10;11;77;5;45;26;119;10;13;42;35;4;7;-3;7;5;5;-6;0;6;-10;-9;-15;-1;-9;4;9;9
1001390;2018/2019;HTML;3:2;#VolleyWrocław;ŁKS Commercecon Łódź;2;3;0;75;29;75;93;13;11;93;5;53;19;159;16;20;50;31;14;71;33;71;102;9;5;80;11;40;24;131;7;14;46;35;20;4;-4;4;-9;4;6;13;-6;13;-5;28;9;6;4;-4;-6
1001391;2018/2019;HTML;3:0;Bank Pocztowy Pałac Bydgoszcz;Chemik Police;0;3;0;36;11;36;53;5;3;67;6;42;24;100;5;7;26;26;7;64;31;64;73;6;6;48;3;46;33;112;9;7;51;46;7;-28;-20;-28;-20;-1;-3;19;3;-4;-9;-12;-4;0;-25;-20;0
1001392;2018/2019;HTML;3:0;ŁKS Commercecon Łódź;DPD Legionovia Legionowo;3;0;1;58;28;58;76;7;4;54;1;44;18;91;5;4;43;47;11;48;15;48;61;7;1;69;4;51;23;108;7;11;43;40;4;10;13;10;15;0;3;-15;-3;-7;-5;-17;-2;-7;0;7;7
1001393;2018/2019;HTML;3:0;E.Leclerc Radomka Radom;Chemik Police;0;3;0;33;14;33;52;8;2;65;12;37;25;83;7;14;26;31;5;60;40;60;74;9;12;44;2;57;36;93;6;5;34;37;14;-27;-26;-27;-22;-1;-10;21;10;-20;-11;-10;1;9;-8;-6;-9
1001394;2018/2019;HTML;3:1;Developres SkyRes Rzeszów;Bank Pocztowy Pałac Bydgoszcz;3;1;1;69;32;69;95;10;4;75;2;44;14;126;10;6;54;43;11;60;20;60;82;7;2;85;4;41;17;147;15;11;52;35;6;9;12;9;13;3;2;-10;-2;3;-3;-21;-5;-5;2;8;5
1001395;2018/2019;HTML;3:2;Enea PTPS Piła;#VolleyWrocław;3;2;1;60;23;60;93;12;3;80;9;28;11;113;5;9;44;39;13;73;35;73;96;16;9;81;3;35;13;133;13;13;55;41;9;-13;-12;-13;-3;-4;-6;-1;6;-7;-2;-20;-8;-4;-11;-2;4
1001396;2018/2019;HTML;3:2;Energa MKS Kalisz;KSZO Ostrowiec;3;2;1;80;36;80;112;13;5;90;6;41;24;154;17;7;64;42;11;69;28;69;108;18;6;99;5;43;26;157;12;11;56;36;7;11;8;11;4;-5;-1;-9;1;-2;-2;-3;5;-4;8;6;4
1001397;2018/2019;HTML;3:1;BKS PROFI CREDIT Bielsko-Biała;Grot Budowlani Łódź;1;3;0;54;23;54;80;11;6;82;8;44;25;115;11;11;36;31;12;70;30;70;94;12;8;69;6;52;28;107;8;12;51;48;11;-16;-7;-16;-14;-1;-2;13;2;-8;-3;8;3;-1;-15;-17;1
1001398;2018/2019;HTML;3:2;Grot Budowlani Łódź;DPD Legionovia Legionowo;3;2;1;76;35;76;110;9;5;80;7;56;35;149;11;9;61;41;10;65;27;65;87;7;7;101;5;38;22;161;15;10;49;30;9;11;8;11;23;2;-2;-21;2;18;13;-12;-4;-1;12;11;1
1001399;2018/2019;HTML;3:2;ŁKS Commercecon Łódź;Bank Pocztowy Pałac Bydgoszcz;3;2;1;79;39;79;112;10;6;82;6;48;23;140;11;8;53;38;20;71;27;71;99;17;6;102;6;44;24;171;13;20;57;33;8;8;12;8;13;-7;0;-20;0;4;-1;-31;-2;-12;-4;5;12
